Highest Charting Position,Number of Times Charted,Song Name,Streams,Artist,Artist Followers,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
188,1,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)","4,601,709",Lil Yachty,7358720,66,0.784,0.632,-6.083,0.347,0.156,0.605,124.603,232839,0.746
149,10,A Gente Fez Amor - Ao Vivo,"5,006,457",Gusttavo Lima,12981319,66,0.794,0.937,-2.44,0.0336,0.366,0.962,134.012,237517,0.826
32,5,FIND MY WAY,"4,753,495",DaBaby,7601122,66,0.836,0.624,-6.75,0.184,0.187,0.138,103,139890,0.7
74,18,Blanco,"4,214,147",J Balvin,29067437,66,0.87,0.706,-5.395,0.126,0.0253,0.0872,100.013,145800,0.593
101,1,Stupid Again,"5,938,996",Tory Lanez,3828418,66,0.775,0.823,-4.941,0.0635,0.0881,0.309,120.059,174848,0.65
27,2,Scared To Live,"6,566,099",The Weeknd,35340069,66,0.504,0.498,-8.24,0.0499,0.131,0.0929,87.221,191307,0.196
21,2,Alone Again,"6,055,294",The Weeknd,35340069,66,0.218,0.652,-7.953,0.0641,0.033,0.172,65.375,250053,0.0599
35,2,Snowchild,"5,423,997",The Weeknd,35340069,66,0.55,0.611,-7.475,0.137,0.162,0.121,148.062,247187,0.243
99,2,P FKN R,"6,041,127","Bad Bunny, Kendo Kaponi, Arcangel",36177712,66,0.82,0.635,-5.749,0.0772,0.409,0.244,101.024,258280,0.528
65,2,Heatin Up (feat. Gunna),"6,004,839",Lil Baby,7816213,66,0.788,0.436,-9.435,0.364,0.0611,0.0979,129.847,177314,0.341
114,5,Definitivamente,"5,325,447","Daddy Yankee, Sech",23936368,66,0.813,0.764,-3.39,0.105,0.586,0.253,100.047,217773,0.429
128,9,Perreo en La Luna,"5,135,469","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",206225,66,0.711,0.757,-4.188,0.29,0.268,0.367,174.013,218587,0.724
61,1,Come Around Me,"9,533,583",Justin Bieber,48544923,66,0.648,0.681,-8.389,0.0378,0.263,0.0971,157.941,200773,0.767
96,1,Breathe Deeper,"7,142,364",Tame Impala,5064200,66,0.664,0.848,-4.51,0.0322,0.0245,0.172,104.998,372867,0.502
22,3,Those Kinda Nights (feat. Ed Sheeran),"5,823,422",Eminem,46814751,66,0.794,0.637,-6.29,0.339,0.028,0.0919,103.868,177693,0.393
30,2,"You Gon�?Learn (feat. Royce Da 5'9"" & White Gold)","7,157,402",Eminem,46814751,66,0.68,0.82,-4.197,0.151,0.0614,0.597,140.033,234653,0.243
99,5,Liberdade Provisória,"6,442,626",Henrique & Juliano,13312073,66,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986,0.7
39,2,Had Enough (feat. Quavo & Offset),"5,748,010",Don Toliver,437907,66,0.75,0.789,-4.578,0.108,0.253,0.129,147.957,157133,0.673
196,1,Cheirosa - Ao Vivo,"4,623,030",Jorge & Mateus,15019109,66,0.528,0.87,-3.123,0.0851,0.24,0.333,152.37,181930,0.714
51,3,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"7,712,896",Taylor Swift,42227614,65,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,220839,0.44
102,1,White Horse (Taylor’s Version),"7,039,222",Taylor Swift,42227614,65,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,234516,0.366
192,1,Don’t You (Taylor’s Version) (From The Vault),"5,197,564",Taylor Swift,42227614,65,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,208609,0.405
152,1,White Dress,"5,796,978",Lana Del Rey,13697048,65,0.493,0.263,-12.805,0.0351,0.926,0.0879,122.792,333710,0.158
1,10,All I Want for Christmas Is You,"23,235,257",Mariah Carey,6931357,65,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,241107,0.35
28,1,happiness,"16,213,589",Taylor Swift,42227614,65,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,315147,0.211
59,2,obvious,"4,865,084",Ariana Grande,67208170,65,0.624,0.672,-5.334,0.106,0.0967,0.155,159.852,146959,0.26
68,1,Many Men,"8,675,173","21 Savage, Metro Boomin",9949044,65,0.635,0.793,-4.333,0.0322,0.000647,0.113,77.594,201856,0.281
145,1,Tick Tock,"5,547,939",Joji,4759367,65,0.781,0.613,-5.582,0.0524,0.0399,0.0976,80.53,132215,0.613
185,1,Gifted (feat. Roddy Ricch),"4,609,169",Cordae,1492551,65,0.653,0.603,-5.697,0.171,0.175,0.18,151.016,168477,0.551
20,6,TROLLZ (with Nicki Minaj),"4,700,152",6ix9ine,6514102,65,0.744,0.422,-8.946,0.294,0.0319,0.11,180.006,202667,0.493
143,1,Emotions 2.0,"5,113,459","Ufo361, CÉLINE",1700759,65,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028,0.271
85,2,Emotions,"4,901,960",Ufo361,1700759,65,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028,0.271
78,1,PICK UP (feat. Quavo),"7,065,060",DaBaby,7601122,65,0.915,0.612,-4.535,0.407,0.0944,0.115,129.93,118547,0.758
70,1,Cool,"8,136,247",Dua Lipa,27167675,65,0.469,0.785,-4.015,0.0664,0.133,0.0931,89.719,209583,0.79
71,1,Future Nostalgia,"8,091,754",Dua Lipa,27167675,65,0.875,0.813,-4.502,0.0579,0.00618,0.321,114.993,184882,0.859
136,1,Wildflower,"5,791,343",5 Seconds of Summer,7744095,65,0.644,0.768,-4.316,0.0455,0.174,0.469,108.992,220536,0.598
187,1,Break Up Song,"4,593,343",Little Mix,9398941,65,0.631,0.75,-5.416,0.0394,0.00388,0.286,90.019,200293,0.593
88,1,Gris,"7,514,854",J Balvin,29067437,65,0.849,0.709,-4.717,0.0794,0.229,0.329,93.06,176627,0.916
113,7,No Judgement,"5,082,563",Niall Horan,7564659,65,0.723,0.726,-3.835,0.0472,0.0564,0.057,100.051,176283,0.962
36,2,Silly Watch,"6,442,451",Lil Uzi Vert,11821805,65,0.903,0.535,-6.238,0.286,0.0298,0.0851,130.117,195692,0.157
53,2,Prices,"4,898,167",Lil Uzi Vert,11821805,65,0.786,0.683,-5.397,0.205,0.173,0.706,126.002,233333,0.57
46,2,René,"7,240,117",Residente,878491,65,0.486,0.388,-9.326,0.126,0.435,0.196,90.471,457592,0.467
120,1,Birthday,"6,207,326",Anne-Marie,8153871,65,0.609,0.785,-3.32,0.0891,0.0502,0.171,151.995,181467,0.756
26,2,Darkness,"7,618,955",Eminem,46814751,65,0.671,0.623,-7.161,0.308,0.00998,0.643,75.055,337147,0.195
32,2,Unaccommodating (feat. Young M.A),"6,374,807",Eminem,46814751,65,0.852,0.752,-5.793,0.0597,0.0169,0.394,89.95,216600,0.389
168,1,Blanche,"5,656,775","Maes, Booba",1603670,65,0.776,0.713,-6.121,0.143,0.525,0.306,127.987,193453,0.551
177,3,Death,"4,929,396","Trippie Redd, DaBaby",6434201,65,0.802,0.82,-5.969,0.146,0.0579,0.149,164.005,172196,0.613
119,1,Breathe (feat. Colbie Caillat) (Taylor’s Version),"6,508,683",Taylor Swift,42227614,64,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,263377,0.321
148,1,You’re Not Sorry (Taylor’s Version),"5,860,405",Taylor Swift,42227614,64,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,261843,0.241
195,1,We Were Happy (Taylor’s Version) (From The Vault),"5,189,423",Taylor Swift,42227614,64,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,244237,0.13
109,1,Dámelo To�?(feat. Myke Towers),"6,426,522",Selena Gomez,28931149,64,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,184134,0.437
38,1,dorothea,"14,392,788",Taylor Swift,42227614,64,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,225880,0.354
39,1,coney island (feat. The National),"14,385,703",Taylor Swift,42227614,64,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,275320,0.292
53,1,cowboy like me,"12,782,098",Taylor Swift,42227614,64,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,275040,0.511
57,1,marjorie,"12,234,761",Taylor Swift,42227614,64,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,257773,0.287
74,1,She Knows This,"10,561,183",Kid Cudi,5002317,64,0.39,0.724,-7.607,0.0889,0.162,0.393,165.945,216560,0.312
138,1,Blinding Lights (with ROSALÍA) - Remix,"6,653,913",The Weeknd,35340069,64,0.49,0.694,-5.793,0.0618,0.0133,0.0946,170.903,216123,0.249
168,1,That’s It,"5,151,014","Future, Lil Uzi Vert",10491105,64,0.94,0.532,-5.998,0.358,0.12,0.0925,123.043,228796,0.599
77,1,Slidin,"8,243,488","21 Savage, Metro Boomin",9949044,64,0.774,0.706,-6.494,0.355,0.00163,0.104,152.891,185037,0.382
157,1,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)","5,117,128",Saweetie,1255573,64,0.948,0.63,-7.011,0.219,0.00647,0.0737,100.032,253569,0.425
188,1,if i were u (with Lauv),"4,561,189",blackbear,4272745,64,0.666,0.628,-5.613,0.0623,0.144,0.189,82.992,186468,0.767
171,1,Narrow Road (feat. Lil Baby),"4,828,004",NLE Choppa,3372385,64,0.614,0.553,-8.225,0.169,0.0306,0.203,159.999,240297,0.161
82,1,Lion King On Ice,"8,293,983",J. Cole,14103694,64,0.732,0.663,-7.616,0.192,0.0819,0.115,139.964,210587,0.227
57,3,Wash Us In The Blood,"5,586,085","Kanye West, Travis Scott",14624703,64,0.67,0.847,-4.85,0.409,0.184,0.304,137.22,189827,0.381
123,1,XXL,"5,415,994","Miksu / Macloud, Summer Cem, Luciano, Jamule",30683,64,0.798,0.527,-7.671,0.0447,0.227,0.108,114.008,166173,0.548
113,2,Djomb - Bien ou quoi,"4,924,714",Bosh,300500,64,0.945,0.676,-6.6,0.207,0.172,0.322,123.109,141893,0.631
97,1,Make It Rain,"6,042,929","Pop Smoke, Rowdy Rebel",6852509,64,0.54,0.77,-3.981,0.389,0.194,0.372,159.494,204000,0.565
53,1,Alice,"10,342,277",Lady Gaga,18585963,64,0.723,0.88,-4.287,0.038,0.00334,0.0632,123.036,177600,0.323
78,2,Roadrunner,"4,596,162",Bonez MC,1683006,64,0.804,0.606,-9.045,0.242,0.137,0.111,99.024,149028,0.247
116,1,RONCA FREESTYLE,"5,784,075",Bad Bunny,36177712,64,0.856,0.656,-6.483,0.131,0.165,0.0998,90.041,150060,0.586
53,1,Desires (with Future),"9,628,215",Drake,56327031,64,0.812,0.506,-7.706,0.116,0.281,0.325,145.074,237946,0.554
55,1,Not You Too (feat. Chris Brown),"9,284,383",Drake,56327031,64,0.458,0.452,-9.299,0.047,0.342,0.0703,86.318,269680,0.316
73,1,War,"7,821,869",Drake,56327031,64,0.749,0.792,-4.151,0.0826,0.292,0.109,144.064,180000,0.239
84,1,From Florida With Love,"7,216,610",Drake,56327031,64,0.787,0.477,-7.837,0.199,0.768,0.104,80.506,234783,0.476
112,1,90-60-111,"5,750,861",Shirin David,559215,64,0.8,0.628,-6.615,0.285,0.103,0.391,143.979,141387,0.745
162,1,No Me Ame,"4,822,090","Rvssian, Anuel AA, Juice WRLD",1397067,64,0.68,0.766,-4.799,0.0923,0.0411,0.116,160.095,180000,0.28
92,1,Good In Bed,"6,802,068",Dua Lipa,27167675,64,0.68,0.701,-5.001,0.0917,0.138,0.168,94.06,218754,0.649
87,1,Rosa,"7,564,893",J Balvin,29067437,64,0.651,0.561,-5.715,0.25,0.25,0.435,175.992,189827,0.369
34,3,ON (Feat. Sia),"6,219,276",BTS,37151476,64,0.591,0.848,-4.397,0.0828,0.137,0.372,105.922,246816,0.386
104,2,Puesto Pa' Guerrial,"5,359,969","Bad Bunny, Myke Towers",36177712,64,0.867,0.686,-5.342,0.221,0.311,0.1,139.968,190207,0.658
155,4,SENTADÃO,"5,013,019","PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",1050520,64,0.68,0.869,-1.94,0.0589,0.178,0.223,173.997,143448,0.924
44,2,Leaving Heaven (feat. Skylar Grey),"5,466,161",Eminem,46814751,64,0.661,0.748,-4.809,0.206,0.175,0.254,171.983,265947,0.509
69,1,Hand Me Downs,"9,521,654",Mac Miller,6189454,64,0.677,0.33,-11.198,0.149,0.474,0.064,68.985,298440,0.336
72,1,Lock It Up (feat. Anderson .Paak),"9,328,951",Eminem,46814751,64,0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024,170227,0.516
91,1,Woods,"8,329,349",Mac Miller,6189454,64,0.779,0.362,-10.847,0.0474,0.135,0.111,85.011,286387,0.46
156,1,Combatchy (feat. MC Rebecca),"5,149,797","Anitta, Lexa, Luísa Sonza",10741972,64,0.826,0.73,-3.032,0.0809,0.383,0.0197,150.134,157600,0.605
147,1,Tell Me Why (Taylor’s Version),"5,885,151",Taylor Swift,42227614,63,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,200576,0.541
2,8,Last Christmas,"20,709,328",Wham!,1631876,63,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,262960,0.947
114,1,Slay3r,"6,912,271",Playboi Carti,4958353,63,0.885,0.661,-5.062,0.141,0.165,0.334,140.028,164591,0.436
97,1,Another Day,"8,901,697",Kid Cudi,5002317,63,0.646,0.758,-7.75,0.0708,0.556,0.335,172.995,199787,0.0642
192,1,Hollywood (feat. Diplo),"4,920,218",Sfera Ebbasta,4430628,63,0.848,0.708,-6.336,0.0366,0.153,0.0948,137.973,191869,0.926
31,2,shut up,"5,282,490",Ariana Grande,67208170,63,0.499,0.462,-5.308,0.0312,0.801,0.0946,127.698,157710,0.599
51,1,six thirty,"10,941,573",Ariana Grande,67208170,63,0.739,0.516,-7.154,0.0539,0.67,0.151,120.109,183874,0.434
139,1,Brand New Draco,"5,841,110","21 Savage, Metro Boomin",9949044,63,0.697,0.709,-6.642,0.298,0.041,0.0886,155.023,202420,0.439
181,1,Dolly (with Lil Uzi Vert),"4,800,543",Lil Tecca,4022792,63,0.664,0.586,-7.813,0.238,0.212,0.216,88.502,179813,0.589
112,2,Fuckst mich nur ab,"4,898,520",Bonez MC,1683006,63,0.817,0.468,-10.945,0.287,0.233,0.0905,104.875,182931,0.237
150,5,When I Look At You,"4,652,583",Miley Cyrus,15778531,63,0.459,0.545,-4.874,0.0282,0.142,0.105,137.941,248587,0.194
95,1,Yea Yea,"7,112,419",Pop Smoke,6852509,63,0.717,0.474,-8.383,0.403,0.0509,0.139,123.906,185804,0.448
58,1,Free Woman,"9,266,945",Lady Gaga,18585963,63,0.731,0.927,-3.634,0.0781,0.0228,0.187,119.006,191467,0.478
79,1,Replay,"7,479,618",Lady Gaga,18585963,63,0.658,0.878,-3.875,0.123,0.00792,0.944,122.015,186653,0.683
139,1,TOP FLOOR (feat. Travis Scott),"5,193,309",Gunna,3337982,63,0.823,0.504,-8.65,0.16,0.206,0.417,112.985,169907,0.481
83,1,SI ELLA SALE,"7,055,918",Bad Bunny,36177712,63,0.869,0.727,-7.397,0.123,0.0589,0.107,147.967,143240,0.92
49,2,Demons (feat. Fivio Foreign & Sosa Geek),"4,766,829",Drake,56327031,63,0.543,0.766,-3.387,0.343,0.423,0.155,106.869,204805,0.729
46,1,D4L,"10,537,097","Future, Drake, Young Thug",56327031,63,0.718,0.706,-5.709,0.06,0.0128,0.352,170.004,189176,0.815
128,3,Follow,"4,593,449","KAROL G, Anuel AA",17792779,63,0.735,0.787,-4.375,0.16,0.667,0.0721,168.997,203093,0.455
118,1,Boys Will Be Boys,"6,015,914",Dua Lipa,27167675,63,0.768,0.486,-5.954,0.0353,0.408,0.098,125.021,166266,0.519
51,1,Repeat After Me (Interlude),"10,058,303",The Weeknd,35340069,63,0.555,0.619,-7.918,0.0314,0.0323,0.0917,95.032,195813,0.141
68,1,Until I Bleed Out,"9,132,077",The Weeknd,35340069,63,0.245,0.394,-9.887,0.0374,0.423,0.093,115.233,190173,0.148
134,1,Verde,"5,745,393","J Balvin, Sky Rompiendo",29067437,63,0.828,0.738,-4.295,0.0516,0.0381,0.0917,94.995,142547,0.818
57,3,Futsal Shuffle 2020 - Bonus Track,"5,068,849",Lil Uzi Vert,11821805,63,0.879,0.448,-8.57,0.222,0.0346,0.224,136.985,198913,0.278
42,5,Feel Me,"4,765,672",Selena Gomez,28931149,63,0.71,0.808,-6.703,0.0433,0.44,0.0734,99.989,226003,0.392
51,2,Homecoming,"4,988,839",Lil Uzi Vert,11821805,63,0.929,0.563,-7.428,0.49,0.000592,0.244,129.957,213885,0.353
68,1,Venetia,"9,824,605",Lil Uzi Vert,11821805,63,0.775,0.757,-4.139,0.175,0.162,0.148,142.933,188800,0.562
196,1,Mejor,"4,851,895","Dalex, Sech",3600989,63,0.524,0.577,-4.501,0.18,0.185,0.103,175.396,201361,0.19
65,1,All Around Me,"9,010,535",Justin Bieber,48544923,63,0.566,0.438,-7.564,0.0367,0.809,0.212,117.127,136907,0.692
68,3,Baby,"5,376,451","Joker Bra, VIZE",191521,63,0.771,0.921,-4.228,0.109,0.166,0.119,128.021,148125,0.56
61,3,Only The Young - Featured in Miss Americana,"5,111,068",Taylor Swift,42227614,63,0.56,0.78,-4.895,0.0517,0.00244,0.0714,93.516,157507,0.602
70,1,No Regrets (feat. Don Toliver),"9,493,884",Eminem,46814751,63,0.756,0.747,-5.407,0.046,0.0048,0.588,134.935,200947,0.0687
176,1,Tip Toe (feat. A Boogie Wit da Hoodie),"5,150,724",Roddy Ricch,6608815,63,0.757,0.673,-8.513,0.141,0.095,0.338,92.958,185806,0.574
70,1,closure,"11,245,393",Taylor Swift,42227614,62,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,180653,0.92
147,1,Sad People,"6,865,689",Kid Cudi,5002317,62,0.636,0.647,-6.971,0.0381,0.247,0.113,158.073,176027,0.416
65,1,love language,"9,399,230",Ariana Grande,67208170,62,0.688,0.573,-5.03,0.208,0.0686,0.0749,110.034,179861,0.553
66,1,west side,"9,397,167",Ariana Grande,67208170,62,0.688,0.455,-8.632,0.199,0.186,0.0794,87.865,132279,0.557
176,1,Kids Again,"5,103,194",Sam Smith,17097317,62,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528,0.468
190,1,RIP Luv,"4,915,080","21 Savage, Metro Boomin",9949044,62,0.63,0.399,-9.869,0.178,0.105,0.234,183.016,214192,0.0657
158,1,BXL ZOO,"5,101,640","Damso, Hamza",3071170,62,0.745,0.656,-6.829,0.203,0.0604,0.11,137.997,201333,0.405
159,1,DEUX TOILES DE MER,"5,094,137",Damso,3071170,62,0.521,0.39,-9.726,0.128,0.582,0.112,104.106,315640,0.157
115,1,Lithuania (feat. Travis Scott),"5,949,270",Big Sean,8673345,62,0.676,0.82,-5.217,0.0554,0.0493,0.615,152.028,199250,0.618
177,1,2012,"4,685,894","Bausa, Juju",961181,62,0.805,0.619,-7.907,0.0771,0.218,0.114,98.995,170200,0.476
151,1,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],"5,254,969",Dua Lipa,27167675,62,0.808,0.655,-7.34,0.139,0.0373,0.208,116.029,250280,0.56
10,2,Party Girl (Remix),"15,129,295","StaySolidRocky, Lil Uzi Vert",150587,62,0.752,0.375,-10.157,0.204,0.533,0.175,129.995,147673,0.591
129,1,Tiefschwarz (feat. Samra),"5,867,111",Kontra K,1818624,62,0.751,0.783,-5.926,0.22,0.0715,0.114,94.003,189739,0.379
64,2,Make It Rain (feat. Rowdy Rebel),"4,594,248",Pop Smoke,6852509,62,0.5,0.767,-4.105,0.403,0.162,0.385,159.477,202443,0.58
93,2,Shotta Flow 5,"4,513,982",NLE Choppa,3372385,62,0.806,0.749,-5.268,0.328,0.0838,0.0621,140.032,145167,0.77
76,1,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,"7,353,153",DaBaby,7601122,62,0.747,0.689,-7.246,0.242,0.197,0.0884,89.901,204547,0.75
45,4,Fame,"4,556,947",Apache 207,1674348,62,0.811,0.645,-8.008,0.104,0.184,0.103,129.967,173761,0.474
199,1,Confía,"4,419,295","Sech, Daddy Yankee",8766508,62,0.722,0.757,-3.592,0.0782,0.17,0.0657,167.987,202308,0.763
131,1,EN CASITA,"5,364,262","Bad Bunny, Gabriela",36177712,62,0.779,0.764,-8.217,0.0938,0.221,0.0909,158.093,176440,0.675
40,4,Boyfriend,"5,236,730",Selena Gomez,28931149,62,0.811,0.512,-6.381,0.17,0.218,0.0768,92.046,161188,0.346
102,1,JUMP (feat. YoungBoy Never Broke Again),"6,033,348",DaBaby,7601122,62,0.896,0.72,-6.262,0.355,0.169,0.252,140.1,212093,0.966
163,1,Arcoíris,"5,044,774","J Balvin, Mr Eazi",29067437,62,0.731,0.787,-5.26,0.0721,0.0853,0.316,92.971,186693,0.393
64,1,Bigger Than Life,"9,974,143",Lil Uzi Vert,11821805,62,0.776,0.752,-4.711,0.193,0.325,0.33,140.013,192705,0.716
64,1,Habitual,"9,120,086",Justin Bieber,48544923,62,0.764,0.443,-6.625,0.0439,0.52,0.0749,138.999,168200,0.63
103,1,Changes,"6,865,229",Justin Bieber,48544923,62,0.485,0.412,-7.766,0.042,0.738,0.12,64.062,135493,0.612
67,2,No Shame,"5,835,260",5 Seconds of Summer,7744095,62,0.576,0.807,-3.019,0.0374,0.0185,0.0963,90.932,192737,0.479
76,3,Kein Wort,"5,208,651","Juju, Loredana, Miksu / Macloud",486474,62,0.746,0.592,-6.861,0.0914,0.462,0.187,160.065,162094,0.629
129,1,Donuts,"6,113,037",Gzuz,1140383,62,0.784,0.703,-7.491,0.236,0.0973,0.0754,141.035,162938,0.556
52,2,In Too Deep,"4,824,037",Eminem,46814751,62,0.72,0.767,-5.839,0.214,0.0387,0.202,88.966,194707,0.595
57,1,Premonition - Intro,"10,830,400",Eminem,46814751,62,0.847,0.637,-5.193,0.367,0.0258,0.382,165.979,173893,0.511
71,1,Complicated,"9,443,725",Mac Miller,6189454,62,0.831,0.36,-8.073,0.052,0.136,0.0703,75.014,232212,0.601
73,1,Marsh,"9,260,007",Eminem,46814751,62,0.871,0.493,-6.356,0.205,0.0134,0.385,144.989,200573,0.0495
90,1,Never Love Again,"8,335,790",Eminem,46814751,62,0.747,0.899,-5.125,0.246,0.1,0.486,92.029,177547,0.581
98,1,Everybody,"8,172,098",Mac Miller,6189454,62,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061,256507,0.112
190,1,Ne reviens pas,"4,676,857","Gradur, Heuss L'enfoiré",1390813,62,0.932,0.778,-3.384,0.0638,0.212,0.168,124.996,188613,0.933
3,7,Santa Tell Me,"16,657,592",Ariana Grande,67208170,61,0.525,0.621,-7.364,0.116,0.0489,0.294,191.9,204093,0.591
126,1,"Solo Dolo, Pt. III","7,655,623",Kid Cudi,5002317,61,0.589,0.727,-6.907,0.0866,0.239,0.164,152.058,242267,0.52
185,1,The Void,"6,068,816",Kid Cudi,5002317,61,0.464,0.459,-8.736,0.0314,0.365,0.117,142.017,325413,0.0786
179,1,No Opp Left Behind,"5,154,955","21 Savage, Metro Boomin",9949044,61,0.823,0.703,-2.691,0.298,0.0161,0.294,178.043,194214,0.26
106,5,Lets Link,"5,109,038",WhoHeem,25417,61,0.839,0.683,-9.232,0.165,0.00667,0.241,120.003,159955,0.522
170,5,Never Let Me Down,"4,522,005","VIZE, Tom Gregory",141016,61,0.758,0.848,-3.84,0.0457,0.21,0.114,127.96,153149,0.706
140,1,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),"5,768,616",A$AP Ferg,3037935,61,0.808,0.676,-4.902,0.223,0.0618,0.11,144.018,144973,0.0763
121,1,West Coast Shit (feat. Tyga & Quavo),"5,931,242",Pop Smoke,6852509,61,0.831,0.762,-5.656,0.207,0.0885,0.107,99.999,192000,0.495
90,2,BLACK PARADE,"5,474,807",Beyoncé,28335112,61,0.824,0.555,-5.817,0.05,0.00337,0.217,120.002,281273,0.0611
86,1,Big Body Benz,"6,707,101",Bonez MC,1683006,61,0.884,0.451,-8.969,0.393,0.0731,0.268,94.024,148284,0.311
131,1,Bleed,"5,095,478",A Boogie Wit da Hoodie,5865895,61,0.698,0.572,-7.735,0.198,0.135,0.154,71.446,176959,0.391
129,4,Na Raba Toma Tapão,"4,396,629",Niack,352402,61,0.962,0.787,1.509,0.0554,0.666,0.176,130.003,165231,0.968
91,1,Babylon,"6,996,402",Lady Gaga,18585963,61,0.698,0.799,-4.372,0.0342,0.0129,0.215,115.957,161733,0.351
110,1,Trillionaire (feat. Youngboy Never Broke Again),"6,057,848",Future,10491105,61,0.768,0.526,-7.182,0.209,0.237,0.139,139.999,167552,0.473
173,1,Racks 2 Skinny,"4,729,629",Migos,11692972,61,0.814,0.584,-5.425,0.0819,0.00839,0.0646,141.016,178025,0.405
61,1,Celebration Station,"10,396,969",Lil Uzi Vert,11821805,61,0.748,0.771,-4.156,0.15,0.101,0.135,142.086,195058,0.792
128,2,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","5,260,351",Future,10491105,61,0.81,0.566,-8.33,0.433,0.107,0.122,142.069,315346,0.582
182,1,Lottery (Renegade),"4,994,448",K CAMP,1347589,61,0.915,0.556,-8.601,0.216,0.0145,0.0733,148.964,170947,0.67
72,1,Get Me (feat. Kehlani),"8,362,828",Justin Bieber,48544923,61,0.832,0.508,-6.913,0.149,0.0492,0.107,109.352,185427,0.75
79,1,Second Emotion (feat. Travis Scott),"8,109,572",Justin Bieber,48544923,61,0.796,0.777,-6.112,0.0567,0.0276,0.095,141.97,202720,0.96
45,2,Get Me,"5,236,560","Justin Bieber, Kehlani",48544923,61,0.832,0.508,-6.913,0.149,0.0492,0.107,109.352,185427,0.75
74,1,Stepdad,"9,159,901",Eminem,46814751,61,0.779,0.805,-3.121,0.178,0.018,0.321,145.68,213413,0.557
94,1,Farewell,"8,277,608",Eminem,46814751,61,0.89,0.664,-6.625,0.106,0.00487,0.257,93.007,247733,0.467
148,1,Once A Day,"6,159,873",Mac Miller,6189454,61,0.762,0.054,-16.735,0.0503,0.947,0.124,96.838,160267,0.339
167,1,Hallelujah,"6,985,392",Pentatonix,3083825,60,0.364,0.378,-7.381,0.0331,0.47,0.339,89.918,268960,0.366
129,1,Dive,"7,524,738",Kid Cudi,5002317,60,0.64,0.621,-8.269,0.0679,0.67,0.36,123.105,148707,0.332
78,1,Skit,"8,392,247",BTS,37151476,60,0.703,0.321,-13.135,0.884,0.864,0.908,114.822,179548,0.544
91,2,Angeklagt,"5,226,264",Bonez MC,1683006,60,0.658,0.624,-9.155,0.0915,0.171,0.116,181.942,168991,0.314
131,1,My Dawg,"6,029,118","21 Savage, Metro Boomin",9949044,60,0.831,0.532,-5.319,0.301,0.0652,0.464,140.105,181716,0.364
113,4,Rags2Riches 2 (feat. Lil Baby),"4,547,965",Rod Wave,2203386,60,0.874,0.443,-9.628,0.241,0.147,0.124,118.004,235988,0.298
50,6,Bläulich,"4,599,408",Apache 207,1674348,60,0.79,0.704,-7.935,0.417,0.069,0.113,154.007,196213,0.212
144,1,Tilidin Weg,"5,674,945",Bonez MC,1683006,60,0.882,0.526,-8.553,0.237,0.118,0.0835,109.075,180950,0.182
147,1,Andere Welt,"5,600,868","Capital Bra, Clueso, KC Rebell",4093115,60,0.692,0.764,-5.233,0.113,0.574,0.106,84.029,189686,0.564
196,1,Hit My Line,"4,621,205",Logic,5449291,60,0.62,0.786,-5.22,0.167,0.143,0.46,164.057,265191,0.679
169,1,Never Know (feat. SHIRIN DAVID),"4,803,071",Luciano,942380,60,0.874,0.542,-7.064,0.344,0.0621,0.181,142.016,196933,0.481
78,1,Anxiety - Intro,"8,449,557",Juice WRLD,19102888,60,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,70395,0.58
